name,content,author,chapter
第一政要夫人,和这个男人同床共枕，对她来说太新鲜了，她非常不习惯。所以她一觉醒来，发现他躺在自己身边，她在他的怀里，她恍了恍神，没反应过来。他睡姿很好，呼吸很浅，炽热的气息喷洒在颊边。她不曾这么近看过他，微翘起的睫毛，细白的肌肤。她发现，这个大男人的皮肤，竟比她还要好。她想起床，今天还要上班呢？只是轻推开他，这么一动，他就醒了。他有不小的床气，觉得自己的睡眠受到了打扰，让他很不高兴。眉头微锁，睁开眼看到她，不满的说：“你怎么在这儿？”这是什么问题，明明是他愣是睡到她床上的。她撑坐了起来，幽幽的说：“这是我床上。”他绝对是不习惯跟女人同床共枕的，身体还懒洋洋的，思绪一一回位，才想起昨晚是他主动上的这张床。一时气气氛稍稍有点尴尬的暧昧。见他没有回头，她也不想自讨没趣，缓缓的下床。开始梳洗，然后准备早餐。她熬了白米粥，煎了鸡蛋，还烤了面包。等他冲了澡，换了衣服出来，早餐已经准备好了。“可以吃早餐了！”她将吃的摆好在餐桌上，对他温柔一笑。她就是这样，平时总是温温柔柔的，声音也是软软的，如一股清泉沁人心脾。她穿着米色的长裤，暖黄的衬衫，一头长发微微的束在脑后。最普通的打扮，却有安定人心的气质。以后程东阳的感观并没有这么直接而明显，而这一刻，他所有的感观都变得敏锐。他坐到餐桌上，她便将粥盛好，放到他手边，将煎蛋，面包都拿过来。“家里没什么吃的，今天先将就一下。”“我下午就回陵合了，过几天会再回来一趟，再来就是调到吉安了。”他喝着爽品的白粥，淡淡的说。吉安离滨海要远一些，而且更偏一些。按道理他在陵合干了一年，渡了一层金，该往更高的职位去走才是。为什么反而要调到吉安呢？这不是等于降职了吗？当然，这是男人政治上的事情，她也不便多问！“下个月有十一长假，你多请几天假，来吉安吧！”在快吃完的时候，他说道。她深深的看了他一眼，小声的嗯了一声。吃完早餐，她正在厨房收拾，突然又听到他叫自己。只是听的不真切，以为是自己错觉，她听到他叫自己冬冬。她还是出去了，他在客厅正在跟领带奋斗，看她出来了，他抬头看了她一眼：“你过来给我弄一下，今天怎么都没有打好！”,,第048章 暖昧的早晨
第一政要夫人,程东阳有那么一刻怔住，而孟瑜冬趁着这个时候，推开了他。“程市长，抱歉，我要去上班了。”说完，她急急的推开了车门，小跑着往前走。程东阳在车里看着她，他没有追上去，她近于嘶哑的那句话，让他没办法再对她做任何逼迫的事情。他只是面色深沉，看她到了前面不远处的公交车站，上了公交车，自己才推开车门进医院。他刚进医院，耿启航的电话就打过来了：“程市长，您要的资料查到了，唐小姐的东西也找到了。”“你拿过来吧！”他淡淡的回应，莫名的他没有进去。头微微的有些疼，下午还要去省委开会。新的调令马上要下来，他有很多事情要做，可他脑海中竟浮现出孟瑜冬的脸，心下更是烦闷。不到半个小时，耿启航拿了资料过来。他拿了档案袋，也没看对耿启航说：“你去查一查医院的记录，看看今天孟瑜冬来做什么？”耿启航对领导和那位孟小姐的关系很清楚，他点点头，领导吩咐的他绝不多问，照办就是。十分钟之后，他进了唐可昕的病房。唐可昕的母亲正在照顾她，一看到他进来，笑开了花说道：“东阳，你来了。”唐可昕也醒了，柔情蜜意的看着他。“贺阿姨，我有点儿事想单独跟可昕谈谈。”他对唐母贺玉莹说道。“那你们聊，我拿毛巾去洗一下。”贺玉莹对他们绝对是乐见其成的，端着盆儿出去了。“东阳，你今天不忙吗？”唐可昕心情像是很好，一时也温柔无比。“不是那么忙，你的东西找回来了。”他将她的包包放到她手边，表情有几分冷淡。“太好了。”她顾不得左边的伤口，打开包包，发现东西都在，她松了口气。“这次抢劫的是市里最近最猖狂的飞车党，人也抓到了。”程东阳紧紧的盯着她，“看来这个包包里的东西真的很重要，重要的你的肩膀都不要。”“都是工作文件嘛！”东西找回来了，唐可昕整个都放松下来，嘴角也扬起。“我倒忘了，你一向很重视工作，重视到其他的人和事，都可以被牺牲。”他别用深意的说道。这下唐可昕觉得不对劲了，程东阳话中有话，而且她还听出了几分讽刺的意味。“东阳，你这么说是什么意思？”,,第041章 真的很重要
第一政要夫人,“昨天，你到我家，在我的书房，动了我的电脑？”他一双黑眸越发的深沉，盯着她紧紧的。唐可昕心一惊，慌忙要解释：“东阳，你听我说，我、我只是无聊，开你的电脑玩了玩游戏而已。”程东阳冷笑：“真的是这样，你任职的敏斯特集团现在不是计划在吉安市开展新能源投资开发项目。而你应该从你爸那儿得到了消息，我马上要到吉安市任市长兼市委书记。我的电脑里有对吉安的发展规划，而你包包的U盘里，已经拷了一下来。”     “东阳，不仅仅是这样的。”唐可昕急了，急忙解释，“东阳，我回来一方面是因为工作，一方面也是因为你。公司是有这个计划，可我真的是想重新跟你在一起。”“你在我电脑里偷了东西，然后说想跟我在一起？”程东阳的眼神冰冷非常，“唐可昕，你还是一点儿没变。你的心里永远只有你自己，你的事业，从来没有别人。当年是这样，现在同样是这样。”“东阳，你过来，你听我解释。”唐可昕红睛都红了，她手上还打着点滴，肩到左胸都绑着纱布。她动不了，可是程东阳离她好几米远。“我还以为你反醒了，醒悟了。我真的打算原谅你，是我犯傻太天真了，居然会去相信你。”说完，程东阳转身离开。“东阳！”只听到怦的一声，唐可昕摔下了床，她的伤口也裂开了，纱布鲜红一片。她流着眼泪，拔了针管含着眼泪去追他。程东阳回了头，看她楚楚可怜的哀求，要是以前，看她这样，他一定会心疼。无论她做什么，他都会原谅。然后经历了这么多，被同一个女人一再伤害，他心也硬了。他叫了医生过来，贺玉莹看着女儿一脸的泪水，伤口还开了，不由问程东阳：“东阳，这是怎么了？你和昕昕怎么就吵上了，你们俩也是，从小就臭脾气，吵起来谁也不让谁。可现在昕昕伤着呢？你就不能让让她吗？”程东阳没有回答，而是看着唐可昕说道：“想参与吉安的新能源开发可以，到时候项目招标，你们可以拿出方案来。贺阿姨，我还有事，先走了。”贺玉莹一头雾水，不明白前一刻两个人还好好的，这会怎么就这样。唐可昕流泪不止，她知道自己和东阳完了，以他的性格，不会再原谅自己。,,第042章 你还是一样
第一政要夫人,用她的名字？也罢，她的人生本来已经走到这一步，再差也不会差到哪儿去！“那走吧！”她拉着孟小冬去坐出租车，在路上她问：“小冬，你不能再这么糟蹋你自己了。钟思远这个人不是好人，你和他分手是明智的选择。可是你现在又。。。。要是妈知道，会有多么伤心呢？”“你要告诉妈妈吗？”孟小冬突然停住了眼泪，转头定定的看她。“我当然不会跟妈说。”孟瑜冬心一惊，刚才被妹妹的话眼神弄的心神一颤。她的眼神太陌生，甚至有几分可怕。丝毫不像，她所熟悉的那个孟小冬。“姐，你就不要问我了！”孟小冬说着，别过了脸看着窗外。到了市医院，孟瑜冬先去挂号，做了登记。她用的自己的身份证，写的是自己的名字。在即将推着小冬进手术室的时候，她还是拉住她：“小冬，现在后悔还来得及，姐和你一起去找那个人。”“姐，我不会要这个孩子，我也不能去找那个人，你放开。”孟小冬现在一点眼泪都没有，眼睛直直的看着天花板，表情淡然。她知道小冬看着温顺，其实是个犟脾气，她决定的事情，没有人可以改变。她松开了手，看着护士推她去手术室。做完手术，小冬就直接从手术室出来，她脸色苍白透明，一手捂着肚子对她说道：“姐，我们走吧！”“小冬，你刚做了手术，先在医院休息一下。你要不要吃早餐，我去给你买。”孟瑜冬看着她这个样子，很担心她。“我不要呆在这个地方。”她表情露出一抹厌烦，声音也变得尖刻，“你要我在这儿，难道是要时刻提醒我，我在这里失去了什么吗？”“我怎么会有这个意思！”妹妹的话如在她心口上扎的根刺，尖锐又细小的拉疼。“那我们走吧！”“姐，我现在在这边实习，住在我一个同学那儿。我自己过去就好了，你回去吧！”到了医院门口，她去拦车说道。“什么同学？我送你过去。”小冬这个样子，她怎么能放心。“我在滨海的大学同学呀！车来了，姐我走了，你应该还要上班吧！不耽误你了！” 说着孟小冬进了车门，没等她回应，关上车门让司机开车。孟瑜冬看着离开的车，那股细细的抽疼泛出来，她怎么会和妹妹变成这样呢？“你怎么会在这儿？”突然一张熟悉的脸，皱着眉头，甚至有几分戒备的出现在她面前。,,第038章 你怎么会在这里
第一政要夫人,孟瑜冬一晚上都没有睡好，噩梦连连，等惊醒过来，一看时间不到七点，手机铃声也一直在响。她摸了电话接起来，一接电话就听到孟小冬的哭声：“姐，你现在过来好不好？”“小冬？”她猛的坐了起来，“你现在在哪儿？”“我在花雨路的一家小诊所，我好害怕。”孟小冬的哭腔很重，还一个劲儿的在吸鼻子。“小冬，发生什么事？你在小诊所干什么？”孟瑜冬说着，已经下床到衣柜去找衣服。“姐，你现在过来，求你现在过来。”孟小冬就是不回答，哭的一声比一声可怜。孟瑜冬猜到一定有事情发生，去年那种极其糟糕的感觉又重新回来了，她换了衣服出门打车去了孟小冬在的诊所。“姐，怎么办，我怎么办呀？”孟小冬一看到她，就扑到了她怀里，“我不想再流掉这个孩子了，我真的很害怕。”“你说什么？”她脸色大变，坐到妹妹的身边，“你说你又有孩子了？钟思远的？”孟小冬摇了摇头：“我跟思远哥早就分手了，我不喜欢他了？”“那孩子是怎么回事？”孟瑜冬想着就痛心，小冬才多大呀？大学还没毕业，才二十一岁，已经是第二次怀孕。这么流产，她会把自己毁了的。“我不能说，姐，我真的不能说。”孟小冬不住的流泪，不住的摇头。“那你怎么会在这里？”小冬在滨海二级城市江海市江海财政学院上大学，现在大三。一年前她会和钟思远扯上关系，她就很震惊。明明就不在一个地儿，怎么她就能扯上钟思远。去年那么一下，她是带着伤离开的陵合。钟思远和她交往五年多，小冬是她的亲妹妹，他们联合起来给她一刀，她不想告诉任何人，她差点没扛过来。可是她知道，无论任何事情，只要是能为小冬做的，她就得为她做。包括牺牲自己的爱情，成全她的爱情，甚至要委身另外一个男人。这是她欠小冬的！“我。。。我们现在假期，我来滨海实习。”孟小冬声音虚软的回答。“你就算要做手术，也不能在这种小地方，你不要命了是吗？怎么着，都要去正规医院。”她说着，拉妹妹起来。“不可以去医院，要是被人知道，我、我就不用做人了！”孟小冬愣是不肯动，她眼睛里堆满了眼泪，楚楚可怜。“那你也不能在这里做手术，这种小诊所不正规，更会毁了你！”孟瑜冬说什么，都不能让妹妹进去。“进正规医院不能登记我的名字的，除非，除非用你的名字。”孟小冬含着泪就这么看着姐姐，然后说道。,,第037章 除非用你的名字
第一政要夫人,孟瑜冬一天的班上的浑浑噩噩的，她打了好几个电话给小冬，小冬愣是没接电话。这样弄的她心神不宁，打报告的时候错了好些个字，被领导训了一顿。她已经不愿意回那个地方，打算周末的时候到那儿把东西收拾一下，以后就住政府大院的宿舍楼。可她刚一回宿舍楼，程东阳的电话就来了：“你现在在哪儿，马上给我回来。”她怎么可能回去，她都害怕见到他。她说道：“程市长，我们已经结束了。”“什么结束？我什么时候说结束了？孟瑜冬，你马上回来，我有话要问你。”程东阳像是怒不可遏，声音又高扬了几分。“程市长，有什么话，还是在电话里说吧？”她坚决不要再见他的，一进了那个房子，一切又回到了原点。“我现在让耿秘书过去接你，你自己看着办。”说完，那边啪的把电话挂了。她心一直往下沉，不一会儿耿秘书真的来了，她还是下去了，上了车。回到住处，房间灯火通明，程东阳就坐在客厅沙发那儿。看她进来，一道冷光射过来：“你过来。”她受程东阳的冷遇也习惯了，深吸一口气，缓缓的走过去：“程市长有什么吩咐？”“我再问你一遍，你今天去医院做什么？”他的目光不仅仅冰冷，还有几分凶狠，盯着她像是能盯着出一个洞来。她有些不安，还是说道：“我身体不舒服，去医院检查一下。”“检查什么？”他逼问。“女人的病。”她别过头，不去看他的眼睛。在这儿程东阳看来，分明就是心虚。他大步走过去，拉起她的手腕：“女人的什么病，切掉你肚子里的一块肉？”她脸色一白，难以置信的看着这个人，心也无序的怦怦跳起来。“孟瑜冬，我真的是小看你了。以后还觉得你只是个小女人胆子小，性情温和。没想到你做起事来一点儿也不含糊，有了孩子不用跟我说一声，自己就跑去打掉！”程东阳一天就在火上烤着，一看到耿启航给他的资料时，就在他点燃了一颗地雷，谁惹他，他就炸哪里。“不然怎么样？”孟瑜冬回过意思来，今天在医院，用的就是她的名字，他会误会再正常不过。她抬头反问，“难道孩子不打掉，程市长会让我生下来吗？堂堂的程市长在外面包养情妇，还有了孩子，你承担得了这个吗？”,,第043章 切掉肚子的肉
第一政要夫人,她也没有想到会在这里碰到程东阳，一下子忘了怎么反应。程东阳没打算这么光天化日之下和她这么缠在一起，一把她进上车。一进车，他放开了她：”你为什么会在医院？”她的脸色看上去很是苍白，连嘴唇还是有白。他一捏她的手，更是冰凉刺骨。“程市长，这家医院应该不是你开的。你能来，我就不能来吗？”她说的冰冰凉凉的，想挣开他的手，却愣是甩不开。什么？他的眉头挤的更深，像是看外星人一样看她，她居然敢用这种语气和他说话。”程市长，还有什么吩咐吗？没有吩咐我先走了，我还要去上班。”她挣不开他的束缚，但是也拒绝看他的脸。“你这个样子要去上班？还是说你故意出现在我面前，控诉我昨天对你的残酷？”她的手真的很冰，她昨天抽了600CC的血，这个时候她应该在家休息。她猛的抬起了头，看着这个男人，她不知道用了多大的力气，才让自己看着神色如常。”程市长，有一点儿你似乎误会了！我昨天给唐小姐输血，并不是因为你。我会输血，是因为我自己意愿，跟你一点关系都没有。”“同样的，如果我不愿意做一件事，你就算勉强我也没用。我来医院也跟你没关系，这是我的私事，更不需要跟程市长你交待。”她说的极冷静，不卑不亢，既不动怒也不委屈，直直的回视他的眼睛。程东阳闪了神，这样的孟瑜冬太陌生了。她看着他的眼睛，这么一番话不带一丝的喘息！他突然觉得自己是不是错看了她，”孟瑜冬，你似乎忘了你自己的身份！””程市长，我一直很清楚记得自己的身份，一丝一毫都不敢忘。”她听到自己这么说，心在纠着颤疼着，可是她咬牙忍着，”我正想问程市长，我们的交易是不是可以结束了？”结束？程东阳定定的看她，他是打算要结束了？现在可昕回来了，大家都有意愿重新开始，他当然就断了和孟瑜冬的关系。可是这一刻，他发现竟不是那么情愿了！这场关系就算要结束，也得让他来！,,第039章 就算要也由他来
第一政要夫人,“我说有可以结束吗？”他捏起了她的下巴，“孟瑜冬，谁给的你胆子？嗯？我们的交易，得由我说结束，才算结束？”“那什么时候可以结束？”她被他捏的生疼，却睁着眼睛动也不动看他。莫名的这话刺中了他，他突然意识到，孟瑜冬有些不一样了。以往，对他们的关系，她是被动的接受。对他到底还是温温柔柔顺从的，甚至有时候看他时有几分惧意的。现在的她，眼眸清冷，没有一丝的温度。她看他，就像看陌生人一样！他不明白自己为什么会这么生气？有一团怒火在胸口中窜着，让他很不爽。他程东阳向来是天之骄子，何时受过这样的待遇。她的一记清冷眼眸，就让他这么的受不了。他压下了头，狠狠的吻上去。她的唇冰冷异常，却也清甜可口，含在嘴里让他微微一颤。他不自觉的含的更深，将她整个的圈到怀里。舌头愣是挤到她的唇内，吸住了她的小舌，将自己的热气一点点的灌给她。孟瑜冬被吓住了，他怎么会在这个时候吻她？他又怎么能在这个时候吻她？昨天他那么凶恶的逼她给他心爱的女人输血，他搂着自己的情人，流着眼泪，那般情深！现在却在吻她！他怎么能这么做，她又怎么能让他这么做！她开始激烈的挣扎，甚至用力的咬上了他的下唇，腥甜的汁液溢满整个口腔，他猛的放开了她。在她还没有来得及思考的时候，她听到啪的一声，手心传来火辣辣的疼，她打了他一个耳光！她还尝到了咸咸的味道，她知道自己哭了，在和他这样的关系下，她在他面前流泪了！“孟瑜冬，你居然敢打我？”他擦了擦唇角的血渍，被打本来让他怒火中烧。可是一看到她的眼泪，他愣住了，什么怒火都发不出来。“我们不可以这样，你不可以再对我这样。”她不知道自己是怎么了，明明他们还是那种关系，他可以吻她。可是现在，她不能忍受他的吻，她脑海中浮现的是他搂着唐可昕流泪的样子。她怎么能让为别的女人流泪的他，来吻自己呢！“你别忘了，你现在是我的女人，我不可以这样，还有谁能这样？”他纠住了她的手腕，”你居然敢打我，你哪里来的胆子打我？”“你不能，唐小姐才是你的女人，我不是。你不可以再这样，不可以！”她听到自己很大声的说，胸口更是烧疼的厉害，让她喘息着，窒痛着，眼泪也干涸了！,,第040章 居然敢打他
第一政要夫人,唐可昕被送到了手术室，她一路很安静，程东阳就站在她对面，他除了打了两个电话之后，就什么话都没说。突然一个护士出来，着急的问道：“这里有唐小姐的亲人吗？”“我就是。”程东阳忙过去，“我是她的亲人。”“唐小姐的伤口太大，失血过多，需要紧急输血。可是唐小姐是RH阴型血，这种血很稀有，我们血库不够，你来输一下血吧！”护士说着，领他走。他站住不动，脸色发白，一句话不说。他并不是那种血型，他给不了可昕血。“我是RH阴型血，我可以输血。”她听到了那个血型，忙过去说道。程东阳看了孟瑜冬一眼，有几分意外。护士看了程东阳一眼，对孟瑜说：“那你跟我走吧！”孟瑜冬点了点头，抽了400CC的血出来。她没有说，她其实有低血糖，她的身体状况并不适合献血。可是现在这样的情况，她没办法不帮忙。抽完血，护士说道：“你到那边去喝点儿水休息一下吧！”她笑着点了点头，从病房出来，唐家人也来了。唐可昕的父亲唐安江是省人大主任，年过六十身形还保持的很好，竟一点啤酒肚都没有，看着也是清风冽骨。“孟小姐是吗？谢谢你给我们可昕献血，你是我们家的恩人。”唐安江走过来，他看到孟瑜冬，先是愣了愣，不一会儿神色如常的说道。。钰钰看了她一眼，嘴微微动了动，还是什么都没说。不一会儿，护士出来了。“400CC的血还是不够，有唐可昕的家人在吗？”“我是，我可以给我女儿输血。”唐安江急忙说道， 已经开始撸袖子。“老唐，你可是刚体检有高血压，你抽血不是要了你的命吗？”唐母拉着丈夫说道，目光不由的落在了孟瑜冬身上。她定睛一看，脸色白了许多，有那么一刻没有站稳。这个女孩，跟那个人长的好像。！“可是冬冬还有低血糖呢？”程钰阳马上不悦的说道，“而且冬冬还是高度近视，她输了400CC的血，已经很不容易了。”“钰钰，别说话。”程东阳瞪了眼妹妹，“让她去输吧，还需要多少？”“至少还需要400CC。”护士有些为难的说，但是病人情况紧急，“这位小姐刚输了血，最还是别让她输了。”“让我来吧！”唐安江走到前面说道。“唐叔，让她输吧，你的身体不合适！”程东阳拉住了唐安江，看了眼孟瑜冬说道。,,第035章 让她抽吧
第一政要夫人,“我跟你去吧！”程东阳的声音深深的刺痛了她，在他心目中，她的健康是不值钱的。“哥，凭什么要让冬冬牺牲。”钰钰很不满的冲过来，拦住了孟瑜冬，“冬冬已经输了400CC的血，她跟可昕姐无亲无故，她这么做已经仁至义尽了。现在可昕姐的家人来了，怎么都轮不到她身上。”“程钰阳，你给我住嘴！”程东阳脸色变得极难看，他狠狠的瞪向孟瑜冬。“东阳，钰钰说的对。孟小姐已经仁至义尽了。我的女儿必须我来救，护士，我跟你去。”唐安江说道。“唐主任，上次您的体检报告刚出来，您有高血压，高血脂，这种情况下是不能输血的。”护士正巧认识唐安江，不由的说道。“给她抽，还不去！”他转头，眼神狠厉非常。“我没事的，钰钰。”她拉开了钰钰的手，其实不用这些人说，如果她能做的，她都会去做。“唐主任，让我来吧，我年轻，没关系的。”唐安江看着这张脸，胸口涌出一股异样的感受，这个孩子和她是那么的像，莫名的竟让他心疼。詹龙海在一旁看着，始终不发一言。护士这次给她抽了200CC，一抽完，她眼前发黑。护士忙给她一杯糖水，让她喝下。“你先躺着休息一会儿。”护士有几分同情的说道。“哥，我对你真的很失望。冬冬不是你的谁，也不是这里任何一个人的谁，你没资格这么对她。你把她当什么，你们的临时血库吗？抽了一次又一次！”钰钰说完，快步到病房去看孟瑜冬。“冬冬，对不起，我哥这么对你。”钰钰看到她惨白脸色，很内疚说道。她笑着摇了摇头：“我没事的，我年纪轻，抽点儿血没关系！”唐可昕终于度过了危险期，钰钰送她回政府的宿舍区。“冬冬，要不你去我那儿吧！”看着她的宿舍，真的很简陋，一张小小的单人床，一个衣柜，再来就是书柜。冬冬的东西也很少，让钰钰看着有几分心酸。“不用了，钰钰，现在很晚了，你回去吧！我睡一觉就好了。”她安慰着好友说道。“你要不要吃什么？我去给你买。”钰钰实在不放心她一个人在这个冰冷的屋子里。“真的不用，我现在也没胃口。”她露出笑容，“快回去吧，有事情我给你打电话。”钰钰点了点头：“那你要把手机放在手边哦？冬冬，我哥这么对你，真的很抱歉。”她虚弱的笑了笑，就算要抱歉，也轮不到她来说。,,第036章 轮不到她来
第一政要夫人,“谁说可昕是我女朋友？”他一把将她圈进了怀里，担着她的下巴让她面对自己。“还说不是吃醋，孟瑜冬，别忘了你的身份。”“程市长放心，我时时刻刻知道自己的身份。我只想知道，我们的关系，什么时候能结束？”她摸不透这个男人，他凭什么认定她在吃醋呢？他们的关系，一开始她就不情愿。吃醋，她怎么敢？“以后别再跟钰钰来往了，以你现在的身份，不适合。”他放开了她，声音超发的冰冷。强迫自己不去在意，她还是被刺痛了。她什么身份，被他包养的女人，永远见不得高。怎么配得上和他高贵的妹妹做朋友呢？“我会的。”她走到了门口，“程市长，还有什么吩咐吗？”“你先出去。”他在她身后，冷冷的的说。她迫不及待的开门，出去。没走几步，就碰到迎面而来的唐可昕。“冬冬，你不是去洗手间吗？洗手间在那一边？”唐可昕几步过来，温和的对她笑。“我、走错路了，唐小姐，我先进去了。”她说着，进了包间。她拿了自己的包包：“钰钰，抱歉，我明天还要上班，今天先走了。”钰钰拉住她：“别急呀，大家都准备走了，一起。”她僵持着，又不好甩头就走。只能她能感受到一双戏谑的眼睛在她身上游走，让她非常的不舒服。马上程东阳和唐呆昕也出来了，钰钰说道：“可昕姐，你开车来了吗？”“我坐东阳的车过来的，不过在门口看到你的车，东阳让车回去了。”唐可昕说道。“这样呀，那我送你们和冬冬吧，其他人自己解决。”钰钰也拿起了包包说道。“钰钰，不用送我了，我自己打车回家就好了。”孟瑜冬连忙说道。“别呀，我送你嘛，反正也顺路。”钰钰拉着她肯放。程东阳眼一寒，这话听话，就是钰钰知道她住那儿，岂不是她把钰钰带到过他们住处吗？他不知道的是，冬冬在政府大院有一间宿舍，跟另外一个同事合住的，偶尔会住在那里。他们从俱乐部出来，钰钰去开车，他们去路对面等。外面还颇有些凉，现在本来就入秋了，晚上是有些冷的。孟瑜冬微微的环抱住自己，尽量他们保持一段距离。“冬冬，你在宣传部工作？要进滨海市委宣传组织部，还挺不容易的。”唐可昕的微停下了脚步，侧头对她笑道。正说着，远处一辆重型机车，打出刺眼的光，伴随着刺耳的声音朝着唐可昕冲过来。,,第033章 你的身份没资格
第一政要夫人,“哦！”她应了一声，缓缓的走过去。她手脚还是麻利的，打领带也很熟练，这一年来，偶尔也要给他烫衬衫，系领带的。只是这会儿，他炽热的气息喷下来，她脸微微的发热，手竟微微的抖了抖。程东阳低头看她，她的肌肤很嫩，这么近看，甚至能看到她肌肤下的血管似的，吹弹可破。孟瑜冬绝对是美人儿，只是她不并爱打扮，连化妆都很少，性格安静，有时候容易让人忽略。但凡真的和她相处久了，会发现，她的美宁静，恬淡，如春风润物，美好而动人。当她打好的时候，他的唇突然凑了过来，她一惊，他的吻落在了唇角。她惊恐的看他，迎上他灼灼的眼眸，心猛的剧烈跳动。“我先走了！”他的唇在她唇线上滑过，然后拿了东西走了。孟瑜冬听到门怦的一声响，拍拍自己微微发热的脸颊，深吸一口气，也准备去上班。到了快下班的时候，同事林美拉上她：“小孟，今天有空吗？”孟瑜冬向来不参与同事间的活动，跟别人接触的也不多，看同事淡淡的一笑：“倒没什么事情，只是我想早点回去休息。”“我说，小孟，你赶情不是交男朋友了吧！成天也不住宿舍，也不见人影儿。有了男人，什么时候带出来，让大家看看。”另一个同事陆晗笑道。“没有的。”她恍了神，想到了他，可是那人，又怎么会是她能带得出来的。“那一块去玩儿吧！我这儿有紫兰星KTV的优惠券，今天最后一天过期。那是滨海数一数二高档KTV，咱们今天也长长见识去。”林美那天是看到了程钰阳送孟瑜冬回来，那关系不像是一般的好。程钰阳谁不认识了，省委书记的千金，她一下子对身边这位平时低调的同事另眼相当看了。“是呀！小孟，你大家共事这么久了，不会这么不赏脸吧！”另外一男同事听是紫兰星也感兴趣了，一旁凑兴道。孟瑜冬只得跟着去了，一行七八个人有车的开车去，没车的打车过去。他们要了一个大包，而且还是高档VIP包间。“行呀，林美，你怎么搞到这么一间包间儿的。”陆晗推了推她，笑道。“大家就玩儿吧！废话这么多。”林美说着，别有深意了看了眼孟瑜冬。孟瑜冬心是极细的人，这会儿林美突然跟自己亲昵起来，定是别有目的。只是她不过是个普通的科员，比她还不如，有什么是让人家图的呢？“我去下洗手间！”在其他人已经开唱时，她推门出去。这里的VIP包间隔音效果竟极好，只隐隐的听到有歌声，走廊也很安静。在她转弯儿的时候，她突然看到一个熟悉的背影，她跟了上去，看那个身影进了其中一间房。她追了过去，这里的门上边是透明的，她顶了一下脚，竟看到妹妹和一个男人搂抱在一起！,,第049章 撞见
第一政要夫人,这个速度太快了，谁也没反应过来。加上那一束强光打过来，都还在反应的时候，唐可昕手里的包包被甩起，她抓着不放，暗夜里一个银光从空中划开。她右肩到胸下一刀劈下，血液在空气中溅开来。孟瑜冬吓的叫尖，程东阳也反应过来，抱起了唐可昕，拿着外套捂住她的伤口。一侧头，那辆机车已经开走了。“我的包包被抢走了！”唐可昕无力的在他怀里说，“里面有重要资料，要拿回来。”“现在你还管什么包包？”他低吼一声，冲着孟瑜冬大叫，“还不打电话叫救护车。”孟瑜冬被吓的脚发软，拿了电话都不会按。好在程钰阳开了车出来，程东阳马上抱唐可昕上车，孟瑜冬也赶紧的跟上。钰钰还不知道发生什么事？一看到唐可昕伤成这样，吓的脸都白了。“钰钰，你去开我的车，我来开。”詹龙海不知何时过来，敲了车门。钰钰没有迟疑，忙下了车。没等钰钰反应，车已经开走。唐可昕似乎伤的很重，脸上没有一点血色，虚弱的靠在程东阳怀里。“东阳，别担心，我没事。”唐可昕抚上了程东阳的手，“我不会有事的。”“别说话，医院很快就到了。”程东阳的脸也惨白的可怕，手尖还在发抖。“东阳，我要跟你说对不起。”唐可昕努力的用着最后的力气在他耳边说着，“对不起，当初在美国，我不应该抛下你，我不是故意不跟你回来的，对不起。”“别说了，过去的事情，不要说了。”程东阳亲吻她的额头，眼睛竟也湿润了。孟瑜冬不知道是什么滋味，她很想放空自己，不去听后面的人在说什么。可是偏偏，他们的话清清楚楚的传到她耳朵里。他们有过去，而且是刻骨铭心的过去，现在仍深深的相爱。就像是小说里的男女主角，经历了悲欢离合，这一刻生离死白，感人至深。她应该只有感动才是呀！可是为什么心好疼，疼的她几乎窒息 ！她不可能能对这个男人有感情，他**了她，她委身了他，她和他不过是一场交易，没有温情，也不会爱情。应该是这样，才是啊！可是从后视镜，看到程东阳眼角的泪，她震憾了，她无法想像程东阳的眼泪。还是为另外一个女人流的眼泪，那泪滑到了她心底，疼的她窒息 。,,第034章  他的眼泪
